Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2013-09-10,50.83,52.49,50.83,51.84,48.74064,4634600,EXPE
2013-09-11,51.55,52.5,51.5,52.09,48.975685,3976400,EXPE
2013-09-12,52.04,52.5,51.06,51.18,48.120106,3606900,EXPE
2013-09-13,51.21,51.45,50.71,51.19,48.129494,2190500,EXPE
2013-09-16,51.82,52.84,51.77,52.42,49.28596,4292300,EXPE
2013-09-17,52.75,53.66,52.24,52.26,49.135532,3860100,EXPE
2013-09-18,52.13,53.59,51.53,53.47,50.27319,4296000,EXPE
2013-09-19,53.65,53.82,52.67,53.12,49.94411,3515200,EXPE
2013-09-20,53.3,54.03,52.79,52.82,49.66205,6033000,EXPE
2013-09-23,52.64,53.17,51.81,51.86,48.759438,2802100,EXPE
2013-09-24,51.77,52.44,51.39,52.19,49.069706,3012100,EXPE
2013-09-25,52.48,52.53,51.5,51.59,48.50559,1788200,EXPE
2013-09-26,51.66,52.45,51.12,52.02,48.909885,2012200,EXPE
2013-09-27,51.84,52.3,51.25,52.21,49.088516,2880600,EXPE
2013-09-30,51.54,52.34,51.42,51.81,48.71244,2621800,EXPE
2013-10-01,51.69,52.89,51.69,52.86,49.699657,2179200,EXPE
2013-10-02,52.51,54.12,52.5,53.46,50.263786,3287200,EXPE
2013-10-03,53.4,53.8,52.06,52.15,49.03211,2173300,EXPE
2013-10-04,52.07,52.26,51.48,51.67,48.58081,3586900,EXPE
2013-10-07,51.39,52.31,51.13,51.77,48.674824,2288900,EXPE
2013-10-08,51.67,51.95,49.71,50.63,47.602985,4302300,EXPE
2013-10-09,50.62,50.69,48.85,49.99,47.001247,4059700,EXPE
2013-10-10,50.63,51.69,50.58,51.39,48.31753,2664600,EXPE
2013-10-11,51.32,51.95,51.03,51.73,48.63722,2269500,EXPE
2013-10-14,49.75,49.83,47.26,48.51,45.609737,13257700,EXPE
2013-10-15,48.41,48.5,47.49,47.89,45.026794,6077200,EXPE
2013-10-16,48.34,48.62,47.67,47.9,45.036213,3651900,EXPE
2013-10-17,47.7,48.33,47.42,48.21,45.32767,2747700,EXPE
2013-10-18,48.39,48.96,47.91,48.43,45.534508,2981200,EXPE
2013-10-21,48.45,48.66,47.95,48.19,45.30887,2959700,EXPE
2013-10-22,48.47,49.07,48.13,48.91,45.98581,3625800,EXPE
2013-10-23,49.42,50.2,48.99,49.2,46.258488,4201300,EXPE
2013-10-24,48.9,50.55,48.53,50.5,47.480755,3085200,EXPE
2013-10-25,50.83,51.21,50.12,50.45,47.433746,1826900,EXPE
2013-10-28,50.53,50.86,49.8,49.93,46.944836,3029600,EXPE
2013-10-29,50.16,50.88,50.05,50.68,47.649994,3729200,EXPE
2013-10-30,50.8,51.0,49.73,49.96,46.973038,7170700,EXPE
2013-10-31,58.61,59.89,57.63,58.97,55.444355,16006300,EXPE
2013-11-01,58.98,60.19,58.21,60.11,56.5162,5497600,EXPE
2013-11-04,60.08,60.88,59.29,60.24,56.638435,3588500,EXPE
2013-11-05,60.07,60.32,59.27,59.58,56.017883,3593100,EXPE
2013-11-06,59.57,59.95,59.15,59.81,56.23414,2665600,EXPE
2013-11-07,59.82,60.49,58.1,58.91,55.387947,3106300,EXPE
2013-11-08,59.16,60.69,59.1,59.88,56.299957,2491700,EXPE
2013-11-11,59.61,61.33,59.12,61.25,57.588043,2417300,EXPE
2013-11-12,61.31,62.06,60.57,62.02,58.312004,2357600,EXPE
2013-11-13,61.68,61.81,61.15,61.72,58.02995,1980700,EXPE
2013-11-14,61.65,61.75,60.62,61.04,57.390602,1828400,EXPE
2013-11-15,61.23,61.49,60.84,61.19,57.531628,1783100,EXPE
2013-11-18,61.24,62.0,60.89,61.05,57.4,2053400,EXPE
2013-11-19,60.76,61.17,60.21,60.7,57.2115,2005200,EXPE
2013-11-20,61.48,62.3,60.71,61.11,57.597927,2716100,EXPE
2013-11-21,61.12,62.66,61.11,62.59,58.992874,2023400,EXPE
2013-11-22,62.71,62.71,61.85,62.05,58.483917,1882900,EXPE
2013-11-25,62.21,62.55,61.3,61.39,57.861843,1559300,EXPE
2013-11-26,61.18,62.8,61.16,62.33,58.747814,1954800,EXPE
2013-11-27,62.55,63.86,62.55,63.3,59.662067,1537800,EXPE
2013-11-29,63.21,64.2,63.2,63.69,60.029655,1056500,EXPE
2013-12-02,63.6,63.77,62.38,62.61,59.01172,1457000,EXPE
2013-12-03,62.04,62.88,62.03,62.56,58.96461,1231600,EXPE
2013-12-04,62.16,63.15,61.92,62.84,59.228508,1398000,EXPE
2013-12-05,62.67,63.87,62.39,63.58,59.925983,1999500,EXPE
2013-12-06,64.16,64.23,63.38,63.48,59.831726,1523100,EXPE
2013-12-09,63.62,64.13,63.27,63.5,59.85057,1093400,EXPE
2013-12-10,63.25,64.01,63.19,63.2,59.567825,1245300,EXPE
2013-12-11,63.04,63.39,62.16,62.31,58.728954,2108200,EXPE
2013-12-12,62.38,62.75,62.1,62.54,58.945747,2368400,EXPE
2013-12-13,62.94,63.67,62.29,62.73,59.12483,1141600,EXPE
2013-12-16,63.49,66.99,63.28,65.88,62.09379,4400600,EXPE
