Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2023-02-10,59.97,60.3,56.79,57.72,57.72,5370800,DASH
2023-02-13,58.05,59.57,57.45,59.29,59.29,3824900,DASH
2023-02-14,58.59,62.11,57.845,61.61,61.61,3976600,DASH
2023-02-15,63.24,68.4,62.68,68.18,68.18,8659500,DASH
2023-02-16,66.85,70.13,65.72,66.89,66.89,14708200,DASH
2023-02-17,69.78,70.05,60.42,61.81,61.81,23601400,DASH
2023-02-21,59.97,60.86,57.22,58.06,58.06,10352500,DASH
2023-02-22,58.26,59.73,56.96,57.89,57.89,6327600,DASH
2023-02-23,58.3,58.4,55.05,56.57,56.57,5545300,DASH
2023-02-24,54.89,55.45,53.491,55.09,55.09,4971600,DASH
2023-02-27,55.28,55.446,53.78,54.19,54.19,6040500,DASH
2023-02-28,54.46,55.21,53.81,54.66,54.66,4054900,DASH
2023-03-01,54.59,55.13,53.62,53.92,53.92,2696000,DASH
2023-03-02,52.86,55.35,52.6,55.28,55.28,3181900,DASH
2023-03-03,55.79,57.38,55.42,57.34,57.34,3041600,DASH
2023-03-06,57.52,57.78,55.81,55.95,55.95,3148100,DASH
2023-03-07,55.68,59.7,55.56,58.16,58.16,7913200,DASH
2023-03-08,57.2,58.74,56.83,58.2,58.2,5218700,DASH
2023-03-09,57.61,59.46,55.07,55.28,55.28,4523100,DASH
2023-03-10,55.29,55.64,52.67,53.23,53.23,5145900,DASH
2023-03-13,52.43,55.5,51.5,53.8,53.8,4896200,DASH
2023-03-14,57.04,58.45,56.4,56.99,56.99,5344000,DASH
2023-03-15,56.04,58.616,55.75,58.47,58.47,5420500,DASH
2023-03-16,58.34,61.05,58.17,60.73,60.73,4880300,DASH
2023-03-17,61.09,61.78,59.33,59.64,59.64,4734300,DASH
2023-03-20,59.0,59.71,58.14,59.32,59.32,3184800,DASH
2023-03-21,60.08,60.94,59.565,60.37,60.37,3215900,DASH
2023-03-22,60.91,61.541,59.01,59.12,59.12,3065800,DASH
2023-03-23,60.36,61.99,59.56,60.31,60.31,2995200,DASH
